LocationName,Latitude,Longitude,Context,Sentiment,Confidence,Literature
the Green Mountains,44.791667,-72.58277799999999,"Warned by the whizzing sound, I look up from my book and see some tall pine, hewn on far northern hills, which has winged its way over the Green Mountains and the Connecticut, shot like an arrow through the township within ten minutes, and scarce another eye beholds it; going


“to be the mast

Of some great ammiral.",neutral,86.1%,Walden
the Peterboro’ Hills,42.3443373,-83.0606944,"Methinks I hear them barking behind the Peterboro’ Hills, or panting up the western slope of the Green Mountains.",neutral,100.0%,Walden
the Green Mountains,44.791667,-72.58277799999999,"Methinks I hear them barking behind the Peterboro’ Hills, or panting up the western slope of the Green Mountains.",neutral,100.0%,Walden
Nature,,,"Near at hand you could fancy it the most melancholy sound in Nature, as if she meant by this to stereotype and make permanent in her choir the dying moans of a human being﻿—some poor weak relic of mortality who has left hope behind, and howls like an animal, yet with human sobs, on entering the dark valley, made more awful by a certain gurgling melodiousness﻿—I find myself beginning with the letters gl when I try to imitate it﻿—expressive of a mind which has reached the gelatinous, mildewy stage in the mortification of all healthy and courageous thought.",neutral,66.0%,Walden
Walden,,,"In the meanwhile all the shore rang with the trump of bullfrogs, the sturdy spirits of ancient wine-bibbers and wassailers, still unrepentant, trying to sing a catch in their Stygian lake﻿—if the Walden nymphs will pardon the comparison, for though there are almost no weeds, there are frogs there﻿—who would fain keep up the hilarious rules of their old festal tables, though their voices have waxed hoarse and solemnly grave, mocking at mirth, and the wine has lost its flavor, and become only liquor to distend their paunches, and sweet intoxication never comes to drown the memory of the past, but mere saturation and waterloggedness and distention.",neutral,84.2%,Walden
Atlantic,,,Even the sailor on the Atlantic and Pacific is awakened by his voice; but its shrill sound never roused me from my slumbers.,neutral,100.0%,Walden
Pacific,,,Even the sailor on the Atlantic and Pacific is awakened by his voice; but its shrill sound never roused me from my slumbers.,neutral,100.0%,Walden
the Great Snow﻿—no,,,Instead of no path to the front-yard gate in the Great Snow﻿—no gate﻿—no front-yard﻿—and no path to the civilized world.,neutral,66.7%,Walden
Walden,,,"But such was not the effect on Walden that year, for she had soon got a thick new garment to take the place of the old.",neutral,100.0%,Walden
Flint’s Pond,42.4351727,-71.3156315,"It commonly opens about the first of April, a week or ten days later than Flint’s Pond and Fair Haven, beginning to melt on the north side and in the shallower parts where it began to freeze.",neutral,90.7%,Walden
Fair Haven,33.5234997,-86.7280681,"It commonly opens about the first of April, a week or ten days later than Flint’s Pond and Fair Haven, beginning to melt on the north side and in the shallower parts where it began to freeze.",neutral,90.7%,Walden
Walden,,,"A severe cold of a few days’ duration in March may very much retard the opening of the former ponds, while the temperature of Walden increases almost uninterruptedly.",neutral,79.3%,Walden
Walden,,,"A thermometer thrust into the middle of Walden on the 6th of March, 1847, stood at 32°, or freezing point; near the shore at 33°; in the middle of Flint’s Pond, the same day, at 32½°; at a dozen rods from the shore, in shallow water, under ice a foot thick, at 36°.",neutral,97.2%,Walden
Flint’s Pond,42.4351727,-71.3156315,"A thermometer thrust into the middle of Walden on the 6th of March, 1847, stood at 32°, or freezing point; near the shore at 33°; in the middle of Flint’s Pond, the same day, at 32½°; at a dozen rods from the shore, in shallow water, under ice a foot thick, at 36°.",neutral,97.2%,Walden
Walden,,,"When a warm rain in the middle of the winter melts off the snow-ice from Walden, and leaves a hard dark or transparent ice on the middle, there will be a strip of rotten though thicker white ice, a rod or more wide, about the shores, created by this reflected heat.",neutral,83.3%,Walden
Flint,,,"One pleasant morning after a cold night, February 24th, 1850, having gone to Flint’s Pond to spend the day, I noticed with surprise, that when I struck the ice with the head of my axe, it resounded like a gong for many rods around, or as if I had struck on a tight drumhead.",neutral,75.9%,Walden
Walden,,,"In 1845 Walden was first completely open on the 1st of April; in ’46, the 25th of March; in ’47, the 8th of April; in ’51, the 28th of March; in ’52, the 18th of April; in ’53, the 23rd of March; in ’54, about the 7th of April.",neutral,100.0%,Walden
Sudbury,,,"There was ice still on the meadows, but it was all gone out of the river, and he dropped down without obstruction from Sudbury, where he lived, to Fair Haven Pond, which he found, unexpectedly, covered for the most part with a firm field of ice.",neutral,93.7%,Walden
Fair Haven Pond,,,"There was ice still on the meadows, but it was all gone out of the river, and he dropped down without obstruction from Sudbury, where he lived, to Fair Haven Pond, which he found, unexpectedly, covered for the most part with a firm field of ice.",neutral,93.7%,Walden
Earth,,,"It convinces me that Earth is still in her swaddling-clothes, and stretches forth baby fingers on every side.",neutral,90.9%,Walden
Walden,,,"Walden is melting apace. There is a canal two rods wide along the northerly and westerly sides, and wider still at the east end.",neutral,100.0%,Walden
Walden,,,"In the morning I watched the geese from the door through the mist, sailing in the middle of the pond, fifty rods off, so large and tumultuous that Walden appeared like an artificial pond for their amusement.",neutral,87.2%,Walden
Canada,,,"But when I stood on the shore they at once rose up with a great flapping of wings at the signal of their commander, and when they had got into rank circled about over my head, twenty-nine of them, and then steered straight to Canada, with a regular honk from the leader at intervals, trusting to break their fast in muddier pools.",neutral,82.9%,Walden
Aurora,,,"“The East-Wind withdrew to Aurora and the Nabathæn kingdom,

And the Persian, and the ridges placed under the morning rays.",neutral,100.0%,Walden
Walden,,,"I finally left Walden September 6th, 1847. The Bean-Field",neutral,100.0%,Walden
Boston,42.3555076,-71.0565364,"When I was four years old, as I well remember, I was brought from Boston to this my native town, through these very woods and this field, to the pond.",neutral,92.5%,Walden
Lincoln,,,"A very agricola laboriosus was I to travellers bound westward through Lincoln and Wayland to nobody knows where; they sitting at their ease in gigs, with elbows on knees, and reins loosely hanging in festoons; I the home-staying, laborious native of the soil.",neutral,94.0%,Walden
Wayland,,,"A very agricola laboriosus was I to travellers bound westward through Lincoln and Wayland to nobody knows where; they sitting at their ease in gigs, with elbows on knees, and reins loosely hanging in festoons; I the home-staying, laborious native of the soil.",neutral,94.0%,Walden
Egypt,,,"Or I was attracted by the passage of wild pigeons from this wood to that, with a slight quivering winnowing sound and carrier haste; or from under a rotten stump my hoe turned up a sluggish portentous and outlandish spotted salamander, a trace of Egypt and the Nile, yet our contemporary.",neutral,80.9%,Walden
Nile,,,"Or I was attracted by the passage of wild pigeons from this wood to that, with a slight quivering winnowing sound and carrier haste; or from under a rotten stump my hoe turned up a sluggish portentous and outlandish spotted salamander, a trace of Egypt and the Nile, yet our contemporary.",neutral,80.9%,Walden
Wayland,,,"To me, away there in my bean-field at the other end of the town, the big guns sounded as if a puffball had burst; and when there was a military turnout of which I was ignorant, I have sometimes had a vague sense all the day of some sort of itching and disease in the horizon, as if some eruption would break out there soon, either scarlatina or canker-rash, until at length some more favorable puff of wind, making haste over the fields and up the Wayland road, brought me information of the “trainers.”",neutral,92.6%,Walden
Middlesex,40.5802731,-74.5012516,"And when the sound died quite away, and the hum had ceased, and the most favorable breezes told no tale, I knew that they had got the last drone of them all safely into the Middlesex hive, and that now their minds were bent on the honey with which it was smeared.",neutral,79.1%,Walden
Massachusetts,42.4072107,-71.3824374,"I felt proud to know that the liberties of Massachusetts and of our fatherland were in such safe keeping; and as I turned to my hoeing again I was filled with an inexpressible confidence, and pursued my labor cheerfully with a calm trust in the future.",neutral,62.2%,Walden
Palestine,,,"These martial strains seemed as far away as Palestine, and reminded me of a march of crusaders in the horizon, with a slight tantivy and tremulous motion of the elm tree tops which overhang the village.",neutral,80.5%,Walden
Boston,42.3555076,-71.0565364,"Those summer days which some of my contemporaries devoted to the fine arts in Boston or Rome, and others to contemplation in India, and others to trade in London or New York, I thus, with the other farmers of New England, devoted to husbandry.",neutral,84.7%,Walden
Rome,,,"Those summer days which some of my contemporaries devoted to the fine arts in Boston or Rome, and others to contemplation in India, and others to trade in London or New York, I thus, with the other farmers of New England, devoted to husbandry.",neutral,84.7%,Walden
India,,,"Those summer days which some of my contemporaries devoted to the fine arts in Boston or Rome, and others to contemplation in India, and others to trade in London or New York, I thus, with the other farmers of New England, devoted to husbandry.",neutral,84.7%,Walden
London,,,"Those summer days which some of my contemporaries devoted to the fine arts in Boston or Rome, and others to contemplation in India, and others to trade in London or New York, I thus, with the other farmers of New England, devoted to husbandry.",neutral,84.7%,Walden
New York,40.7127753,-74.0059728,"Those summer days which some of my contemporaries devoted to the fine arts in Boston or Rome, and others to contemplation in India, and others to trade in London or New York, I thus, with the other farmers of New England, devoted to husbandry.",neutral,84.7%,Walden
New England,43.9653889,-70.8226541,"Those summer days which some of my contemporaries devoted to the fine arts in Boston or Rome, and others to contemplation in India, and others to trade in London or New York, I thus, with the other farmers of New England, devoted to husbandry.",neutral,84.7%,Walden
Ceres,,,"He sacrifices not to Ceres and the Terrestrial Jove, but to the infernal Plutus rather.",neutral,100.0%,Walden
the Terrestrial Jove,,,"He sacrifices not to Ceres and the Terrestrial Jove, but to the infernal Plutus rather.",neutral,100.0%,Walden
Ceres,,,"Cato says that the profits of agriculture are particularly pious or just (maximeque pius quaestus), and according to Varro the old Romans “called the same earth Mother and Ceres, and thought that they who cultivated it led a pious and useful life, and that they alone were left of the race of King Saturn.”",neutral,86.5%,Walden
Walden,,,"Ah, the pickerel of Walden! when I see them lying on the ice, or in the well which the fisherman cuts in the ice, making a little hole to admit the water, I am always surprised by their rare beauty, as if they were fabulous fishes, they are so foreign to the streets, even to the woods, foreign as Arabia to our Concord life.",neutral,74.4%,Walden
Arabia,,,"when I see them lying on the ice, or in the well which the fisherman cuts in the ice, making a little hole to admit the water, I am always surprised by their rare beauty, as if they were fabulous fishes, they are so foreign to the streets, even to the woods, foreign as Arabia to our Concord life.",neutral,72.8%,Walden
Concord,,,"when I see them lying on the ice, or in the well which the fisherman cuts in the ice, making a little hole to admit the water, I am always surprised by their rare beauty, as if they were fabulous fishes, they are so foreign to the streets, even to the woods, foreign as Arabia to our Concord life.",neutral,72.8%,Walden
Walden,,,"They are not green like the pines, nor gray like the stones, nor blue like the sky; but they have, to my eyes, if possible, yet rarer colors, like flowers and precious stones, as if they were the pearls, the animalized nuclei or crystals of the Walden water.",neutral,77.6%,Walden
Walden,,,"They, of course, are Walden all over and all through; are themselves small Waldens in the animal kingdom, Waldenses.",neutral,100.0%,Walden
Walden,,,"It is surprising that they are caught here﻿—that in this deep and capacious spring, far beneath the rattling teams and chaises and tinkling sleighs that travel the Walden road, this great gold and emerald fish swims.",neutral,83.0%,Walden
Walden Pond,42.4387018,-71.3401284,"As I was desirous to recover the long lost bottom of Walden Pond, I surveyed it carefully, before the ice broke up, early in ’46, with compass and chain and sounding line.",neutral,74.5%,Walden
Bottomless Ponds,,,I have visited two such Bottomless Ponds in one walk in this neighborhood. Many have believed that Walden reached quite through to the other side of the globe.,neutral,94.9%,Walden
the Infernal Regions,,,"Some who have lain flat on the ice for a long time, looking down through the illusive medium, perchance with watery eyes into the bargain, and driven to hasty conclusions by the fear of catching cold in their breasts, have seen vast holes “into which a load of hay might be driven,” if there were anybody to drive it, the undoubted source of the Styx and entrance to the Infernal Regions from these parts.",neutral,93.3%,Walden
Loch Fyne,,,"William Gilpin, who is so admirable in all that relates to landscapes, and usually so correct, standing at the head of Loch Fyne, in Scotland, which he describes as “a bay of salt water, sixty or seventy fathoms deep, four miles in breadth,” and about fifty miles long, surrounded by mountains, observes, “If we could have seen it immediately after the diluvian crash, or whatever convulsion of nature occasioned it, before the waters gushed in, what a horrid chasm must it have appeared!",neutral,87.7%,Walden
Scotland,,,"William Gilpin, who is so admirable in all that relates to landscapes, and usually so correct, standing at the head of Loch Fyne, in Scotland, which he describes as “a bay of salt water, sixty or seventy fathoms deep, four miles in breadth,” and about fifty miles long, surrounded by mountains, observes, “If we could have seen it immediately after the diluvian crash, or whatever convulsion of nature occasioned it, before the waters gushed in, what a horrid chasm must it have appeared!",neutral,87.7%,Walden
Loch Fyne,,,"But if, using the shortest diameter of Loch Fyne, we apply these proportions to Walden, which, as we have seen, appears already in a vertical section only like a shallow plate, it will appear four times as shallow.",neutral,91.5%,Walden
Walden,,,"But if, using the shortest diameter of Loch Fyne, we apply these proportions to Walden, which, as we have seen, appears already in a vertical section only like a shallow plate, it will appear four times as shallow.",neutral,91.5%,Walden
Loch Fyne,,,"So much for the increased horrors of the chasm of Loch Fyne when emptied. No doubt many a smiling valley with its stretching cornfields occupies exactly such a “horrid chasm,” from which the waters have receded, though it requires the insight and the far sight of the geologist to convince the unsuspecting inhabitants of this fact.",neutral,73.2%,Walden
Cape,,,"Cape becomes bar, and plain shoal, and valley and gorge deep water and channel. ",neutral,100.0%,Walden
White Pond,41.5014688,-73.7227774,"Given, then, the length and breadth of the cove, and the character of the surrounding shore, and you have almost elements enough to make out a formula for all cases.
In order to see how nearly I could guess, with this experience, at the deepest point in a pond, by observing the outlines of a surface and the character of its shores alone, I made a plan of White Pond, which contains about forty-one acres, and, like this, has no island in it, nor any visible inlet or outlet; and as the line of greatest breadth fell very near the line of least breadth, where two opposite capes approached each other and two opposite bays receded, I ventured to mark a point a short distance from the latter line, but still on the line of greatest length, as the deepest.",neutral,90.5%,Walden
Iceland,,,"I did not know whether they had come to sow a crop of winter rye, or some other kind of grain recently introduced from Iceland.",neutral,100.0%,Walden
Walden Pond,42.4387018,-71.3401284,"They said that a gentleman farmer, who was behind the scenes, wanted to double his money, which, as I understood, amounted to half a million already; but in order to cover each one of his dollars with another, he took off the only coat, ay, the skin itself, of Walden Pond in the midst of a hard winter.",neutral,97.1%,Walden
Tartarus,,,"But sometimes Squaw Walden had her revenge, and a hired man, walking behind his team, slipped through a crack in the ground down toward Tartarus, and he who was so brave before suddenly became but the ninth part of a man, almost gave up his animal heat, and was glad to take refuge in my house, and acknowledged that there was some virtue in a stove; or sometimes the frozen soil took a piece of steel out of a plowshare, or a plow got set in the furrow and had to be cut out.",neutral,79.6%,Walden
Cambridge,,,"To speak literally, a hundred Irishmen, with Yankee overseers, came from Cambridge every day to get out the ice.",neutral,100.0%,Walden
Walden,,,"Like the water, the Walden ice, seen near at hand, has a green tint, but at a distance is beautifully blue, and you can easily tell it from the white ice of the river, or the merely greenish ice of some ponds, a quarter of a mile off.",neutral,76.9%,Walden
Walden,,,"I have noticed that a portion of Walden which in the state of water was green will often, when frozen, appear from the same point of view blue.",neutral,100.0%,Walden
Fresh Pond,42.38565819999999,-71.1493077,They told me that they had some in the icehouses at Fresh Pond five years old which was as good as ever.,neutral,79.4%,Walden
Walden,,,"Thus for sixteen days I saw from my window a hundred men at work like busy husbandmen, with teams and horses and apparently all the implements of farming, such a picture as we see on the first page of the almanac; and as often as I looked out I was reminded of the fable of the lark and the reapers, or the parable of the sower, and the like; and now they are all gone, and in thirty days more, probably, I shall look from the same window on the pure sea-green Walden water there, reflecting the clouds and the trees, and sending up its evaporations in solitude, and no traces will appear that a man has ever stood there.",neutral,93.9%,Walden
Charleston,32.7833163,-79.9319664,"Thus it appears that the sweltering inhabitants of Charleston and New Orleans, of Madras and Bombay and Calcutta, drink at my well.",neutral,90.9%,Walden
New Orleans,29.9508941,-90.0758356,"Thus it appears that the sweltering inhabitants of Charleston and New Orleans, of Madras and Bombay and Calcutta, drink at my well.",neutral,90.9%,Walden
Madras,,,"Thus it appears that the sweltering inhabitants of Charleston and New Orleans, of Madras and Bombay and Calcutta, drink at my well.",neutral,90.9%,Walden
Bombay,,,"Thus it appears that the sweltering inhabitants of Charleston and New Orleans, of Madras and Bombay and Calcutta, drink at my well.",neutral,90.9%,Walden
Calcutta,,,"Thus it appears that the sweltering inhabitants of Charleston and New Orleans, of Madras and Bombay and Calcutta, drink at my well.",neutral,90.9%,Walden
Ganges,,,"I lay down the book and go to my well for water, and lo! there I meet the servant of the Bramin, priest of Brahma and Vishnu and Indra, who still sits in his temple on the Ganges reading the Vedas, or dwells at the root of a tree with his crust and water jug.",neutral,93.5%,Walden
Walden,,,"The pure Walden water is mingled with the sacred water of the Ganges. With favoring winds it is wafted past the site of the fabulous islands of Atlantis and the Hesperides, makes the periplus of Hanno, and, floating by Ternate and Tidore and the mouth of the Persian Gulf, melts in the tropic gales of the Indian seas, and is landed in ports of which Alexander only heard the names.",neutral,91.6%,Walden
Ganges,,,"The pure Walden water is mingled with the sacred water of the Ganges. With favoring winds it is wafted past the site of the fabulous islands of Atlantis and the Hesperides, makes the periplus of Hanno, and, floating by Ternate and Tidore and the mouth of the Persian Gulf, melts in the tropic gales of the Indian seas, and is landed in ports of which Alexander only heard the names.",neutral,91.6%,Walden
Atlantis,,,"With favoring winds it is wafted past the site of the fabulous islands of Atlantis and the Hesperides, makes the periplus of Hanno, and, floating by Ternate and Tidore and the mouth of the Persian Gulf, melts in the tropic gales of the Indian seas, and is landed in ports of which Alexander only heard the names.",neutral,89.9%,Walden
Hesperides,,,"With favoring winds it is wafted past the site of the fabulous islands of Atlantis and the Hesperides, makes the periplus of Hanno, and, floating by Ternate and Tidore and the mouth of the Persian Gulf, melts in the tropic gales of the Indian seas, and is landed in ports of which Alexander only heard the names.",neutral,89.9%,Walden
Hanno,,,"With favoring winds it is wafted past the site of the fabulous islands of Atlantis and the Hesperides, makes the periplus of Hanno, and, floating by Ternate and Tidore and the mouth of the Persian Gulf, melts in the tropic gales of the Indian seas, and is landed in ports of which Alexander only heard the names.",neutral,89.9%,Walden
Ternate,,,"With favoring winds it is wafted past the site of the fabulous islands of Atlantis and the Hesperides, makes the periplus of Hanno, and, floating by Ternate and Tidore and the mouth of the Persian Gulf, melts in the tropic gales of the Indian seas, and is landed in ports of which Alexander only heard the names.",neutral,89.9%,Walden
Tidore,,,"With favoring winds it is wafted past the site of the fabulous islands of Atlantis and the Hesperides, makes the periplus of Hanno, and, floating by Ternate and Tidore and the mouth of the Persian Gulf, melts in the tropic gales of the Indian seas, and is landed in ports of which Alexander only heard the names.",neutral,89.9%,Walden
the Persian Gulf,,,"With favoring winds it is wafted past the site of the fabulous islands of Atlantis and the Hesperides, makes the periplus of Hanno, and, floating by Ternate and Tidore and the mouth of the Persian Gulf, melts in the tropic gales of the Indian seas, and is landed in ports of which Alexander only heard the names.",neutral,89.9%,Walden
Fair Haven Hill,42.43676110000001,-71.3545041,"Sometimes, having had a surfeit of human society and gossip, and worn out all my village friends, I rambled still farther westward than I habitually dwell, into yet more unfrequented parts of the town, “to fresh woods and pastures new,” or, while the sun was setting, made my supper of huckleberries and blueberries on Fair Haven Hill, and laid up a store for several days.",neutral,80.8%,Walden
Boston,42.3555076,-71.0565364,A huckleberry never reaches Boston; they have not been known there since they grew on her three hills.,neutral,93.3%,Walden
Walden,,,"The scenery of Walden is on a humble scale, and, though very beautiful, does not approach to grandeur, nor can it much concern one who has not long frequented it or lived by its shore; yet this pond is so remarkable for its depth and purity as to merit a particular description.",neutral,76.2%,Walden
Concord,,,"All our Concord waters have two colors at least; one when viewed at a distance, and another, more proper, close at hand.",neutral,86.2%,Walden
Walden,,,"Walden is blue at one time and green at another, even from the same point of view.",neutral,100.0%,Walden
Walden,,,How large a body of Walden water would be required to reflect a green tint I have never proved.,neutral,100.0%,Walden
White Pond,41.5014688,-73.7227774,"We have one other pond just like this, White Pond, in Nine Acre Corner, about two and a half miles westerly; but, though I am acquainted with most of the ponds within a dozen miles of this centre I do not know a third of this pure and well-like character.",neutral,96.2%,Walden
Nine Acre Corner,42.4292609,-71.37617139999999,"We have one other pond just like this, White Pond, in Nine Acre Corner, about two and a half miles westerly; but, though I am acquainted with most of the ponds within a dozen miles of this centre I do not know a third of this pure and well-like character.",neutral,96.2%,Walden
Eden Walden Pond,,,"Perhaps on that spring morning when Adam and Eve were driven out of Eden Walden Pond was already in existence, and even then breaking up in a gentle spring rain accompanied with mist and a southerly wind, and covered with myriads of ducks and geese, which had not heard of the fall, when still such pure lakes sufficed them.",neutral,95.1%,Walden
Walden Pond,42.4387018,-71.3401284,"Even then it had commenced to rise and fall, and had clarified its waters and colored them of the hue they now wear, and obtained a patent of Heaven to be the only Walden Pond in the world and distiller of celestial dews.",neutral,92.6%,Walden
Flint,,,"Flint’s Pond, a mile eastward, allowing for the disturbance occasioned by its inlets and outlets, and the smaller intermediate ponds also, sympathize with Walden, and recently attained their greatest height at the same time with the latter.",neutral,83.3%,Walden
Walden,,,"Flint’s Pond, a mile eastward, allowing for the disturbance occasioned by its inlets and outlets, and the smaller intermediate ponds also, sympathize with Walden, and recently attained their greatest height at the same time with the latter.",neutral,83.3%,Walden
White Pond,41.5014688,-73.7227774,"The same is true, as far as my observation goes, of White Pond. ",neutral,81.1%,Walden
Walden,,,"This rise and fall of Walden at long intervals serves this use at least; the water standing at this great height for a year or more, though it makes it difficult to walk round it, kills the shrubs and trees which have sprung up about its edge since the last rise﻿—pitch pines, birches, alders, aspens, and others﻿—and, falling again, leaves an unobstructed shore; for, unlike many ponds and all waters which are subject to a daily tide, its shore is cleanest when the water is lowest.",neutral,84.0%,Walden
Walled-in Pond,,,"If the name was not derived from that of some English locality﻿—Saffron Walden, for instance﻿—one might suppose that it was called originally Walled-in Pond.",neutral,100.0%,Walden
Walden,,,"Moreover, in summer, Walden never becomes so warm as most water which is exposed to the sun, on account of its depth.",neutral,84.1%,Walden
Walden,,,"There have been caught in Walden pickerel, one weighing seven pounds﻿—to say nothing of another which carried off a reel with great velocity, which the fisherman safely set down at eight pounds because he did not see him﻿—perch and pouts, some of each weighing over two pounds, shiners, chivins or roach (Leuciscus pulchellus), a very few breams, and a couple of eels, one weighing four pounds﻿—I am thus particular because the weight of a fish is commonly its only title to fame, and these are the only eels I have heard of here;﻿—also, I have a faint recollection of a little fish some five inches long, with silvery sides and a greenish back, somewhat dace-like in its character, which I mention here chiefly to link my facts to fable.",neutral,91.9%,Walden
Fair Haven,33.5234997,-86.7280681,"I have sometimes disturbed a fish hawk sitting on a white pine over the water; but I doubt if it is ever profaned by the wind of a gull, like Fair Haven.",neutral,67.2%,Walden
western,48.7342877,-122.4866102,"I have in my mind’s eye the western, indented with deep bays, the bolder northern, and the beautifully scalloped southern shore, where successive capes overlap each other and suggest unexplored coves between.",neutral,77.8%,Walden
Walden,,,"When I first paddled a boat on Walden, it was completely surrounded by thick and lofty pine and oak woods, and in some of its coves grapevines had run over the trees next the water and formed bowers under which a boat could pass.",neutral,100.0%,Walden
Ganges,,,"Now the trunks of trees on the bottom, and the old log canoe, and the dark surrounding woods, are gone, and the villagers, who scarcely know where it lies, instead of going to the pond to bathe or drink, are thinking to bring its water, which should be as sacred as the Ganges at least, to the village in a pipe, to wash their dishes with!﻿—to earn their Walden by the turning of a cock or drawing of a plug!",neutral,93.8%,Walden
Walden,,,"Now the trunks of trees on the bottom, and the old log canoe, and the dark surrounding woods, are gone, and the villagers, who scarcely know where it lies, instead of going to the pond to bathe or drink, are thinking to bring its water, which should be as sacred as the Ganges at least, to the village in a pipe, to wash their dishes with!﻿—to earn their Walden by the turning of a cock or drawing of a plug!",neutral,93.8%,Walden
Walden,,,"That devilish Iron Horse, whose ear-rending neigh is heard throughout the town, has muddied the Boiling Spring with his foot, and he it is that has browsed off all the woods on Walden shore, that Trojan horse, with a thousand men in his belly, introduced by mercenary Greeks!",neutral,93.1%,Walden
Moore Hill,30.2834436,-97.7355032,"Where is the country’s champion, the Moore of Moore Hill, to meet him at the Deep Cut and thrust an avenging lance between the ribs of the bloated pest?",neutral,81.8%,Walden
Walden,,,"It struck me again tonight, as if I had not seen it almost daily for more than twenty years﻿—Why, here is Walden, the same woodland lake that I discovered so many years ago; where a forest was cut down last winter another is springing up by its shore as lustily as ever; the same thought is welling up to its surface that was then; it is the same liquid joy and happiness to itself and its Maker, ay, and it may be to me.",neutral,84.4%,Walden
Walden,,,"It is no dream of mine,

To ornament a line;

I cannot come nearer to God and Heaven

Than I live to Walden even.",neutral,63.9%,Walden
Flint’s Pond,42.4351727,-71.3156315,"I have said that Walden has no visible inlet nor outlet, but it is on the one hand distantly and indirectly related to Flint’s Pond, which is more elevated, by a chain of small ponds coming from that quarter, and on the other directly and manifestly to Concord River, which is lower, by a similar chain of ponds through which in some other geological period it may have flowed, and by a little digging, which God forbid, it can be made to flow thither again.",neutral,84.5%,Walden
Concord River,42.6464802,-71.3025605,"I have said that Walden has no visible inlet nor outlet, but it is on the one hand distantly and indirectly related to Flint’s Pond, which is more elevated, by a chain of small ponds coming from that quarter, and on the other directly and manifestly to Concord River, which is lower, by a similar chain of ponds through which in some other geological period it may have flowed, and by a little digging, which God forbid, it can be made to flow thither again.",neutral,84.5%,Walden
Flint’s Pond,42.4351727,-71.3156315,"If by living thus reserved and austere, like a hermit in the woods, so long, it has acquired such wonderful purity, who would not regret that the comparatively impure waters of Flint’s Pond should be mingled with it, or itself should ever go to waste its sweetness in the ocean wave?",neutral,75.6%,Walden
Sandy Pond,43.6359015,-76.1840935,"Flint’s, or Sandy Pond, in Lincoln, our greatest lake and inland sea, lies about a mile east of Walden.",neutral,69.6%,Walden
Lincoln,,,"Flint’s, or Sandy Pond, in Lincoln, our greatest lake and inland sea, lies about a mile east of Walden.",neutral,69.6%,Walden
Walden,,,"Flint’s, or Sandy Pond, in Lincoln, our greatest lake and inland sea, lies about a mile east of Walden.",neutral,69.6%,Walden
Flint’s Pond,42.4351727,-71.3156315,Flint’s Pond! Such is the poverty of our nomenclature.,neutral,69.0%,Walden
the Icarian Sea,,,"Let our lakes receive as true names at least as the Icarian Sea, where “still the shore” a “brave attempt resounds.”",neutral,87.2%,Walden
Goose Pond,,,"Goose Pond, of small extent, is on my way to Flint’s; Fair Haven, an expansion of Concord River, said to contain some seventy acres, is a mile southwest; and White Pond, of about forty acres, is a mile and a half beyond Fair Haven.",neutral,89.4%,Walden
Flint,,,"Goose Pond, of small extent, is on my way to Flint’s; Fair Haven, an expansion of Concord River, said to contain some seventy acres, is a mile southwest; and White Pond, of about forty acres, is a mile and a half beyond Fair Haven.",neutral,89.4%,Walden
Fair Haven,33.5234997,-86.7280681,"Goose Pond, of small extent, is on my way to Flint’s; Fair Haven, an expansion of Concord River, said to contain some seventy acres, is a mile southwest; and White Pond, of about forty acres, is a mile and a half beyond Fair Haven.",neutral,89.4%,Walden
Concord River,42.6464802,-71.3025605,"Goose Pond, of small extent, is on my way to Flint’s; Fair Haven, an expansion of Concord River, said to contain some seventy acres, is a mile southwest; and White Pond, of about forty acres, is a mile and a half beyond Fair Haven.",neutral,89.4%,Walden
White Pond,41.5014688,-73.7227774,"Goose Pond, of small extent, is on my way to Flint’s; Fair Haven, an expansion of Concord River, said to contain some seventy acres, is a mile southwest; and White Pond, of about forty acres, is a mile and a half beyond Fair Haven.",neutral,89.4%,Walden
Concord River,42.6464802,-71.3025605,"These, with Concord River, are my water privileges; and night and day, year in year out, they grind such grist as I carry to them.",neutral,89.8%,Walden
Walden,,,"Since the woodcutters, and the railroad, and I myself have profaned Walden, perhaps the most attractive, if not the most beautiful, of all our lakes, the gem of the woods, is White Pond;﻿—a poor name from its commonness, whether derived from the remarkable purity of its waters or the color of its sands.",neutral,78.4%,Walden
White Pond;﻿—a,,,"Since the woodcutters, and the railroad, and I myself have profaned Walden, perhaps the most attractive, if not the most beautiful, of all our lakes, the gem of the woods, is White Pond;﻿—a poor name from its commonness, whether derived from the remarkable purity of its waters or the color of its sands.",neutral,78.4%,Walden
Virid Lake,,,"One who frequents it proposes to call it Virid Lake. Perhaps it might be called Yellow Pine Lake, from the following circumstance.",neutral,100.0%,Walden
Yellow Pine Lake,40.6662285,-111.1539977,"Perhaps it might be called Yellow Pine Lake, from the following circumstance. About fifteen years ago you could see the top of a pitch pine, of the kind called yellow pine hereabouts, though it is not a distinct species, projecting above the surface in deep water, many rods from the shore.",neutral,90.0%,Walden
Sudbury,,,"In the spring of ’49 I talked with the man who lives nearest the pond in Sudbury, who told me that it was he who got out this tree ten or fifteen years before.",neutral,100.0%,Walden
White Pond,41.5014688,-73.7227774,"White Pond and Walden are great crystals on the surface of the earth, Lakes of Light.",neutral,78.5%,Walden
Walden,,,"White Pond and Walden are great crystals on the surface of the earth, Lakes of Light.",neutral,78.5%,Walden
