LocationName,Latitude,Longitude,Context,Sentiment,Confidence
Port Orleans,29.9172267,-90.0982894,"What is the Mississippi River?—a washed clod in the rainy night, a soft plopping from drooping Missouri banks, a dissolving, a riding of the tide down the eternal waterbed, a contribution to brown foams, a voyaging past endless vales and trees and levees, down along, down along, by Memphis, Greenville, Eudora, Vicksburg, Natchez, Port Allen, and Port Orleans and Port of the Deltas, by Potash, Venice, and the Night’s Great Gulf, and out.",neutral,92.4%
Potash,,,"What is the Mississippi River?—a washed clod in the rainy night, a soft plopping from drooping Missouri banks, a dissolving, a riding of the tide down the eternal waterbed, a contribution to brown foams, a voyaging past endless vales and trees and levees, down along, down along, by Memphis, Greenville, Eudora, Vicksburg, Natchez, Port Allen, and Port Orleans and Port of the Deltas, by Potash, Venice, and the Night’s Great Gulf, and out.",neutral,92.4%
Venice,,,"What is the Mississippi River?—a washed clod in the rainy night, a soft plopping from drooping Missouri banks, a dissolving, a riding of the tide down the eternal waterbed, a contribution to brown foams, a voyaging past endless vales and trees and levees, down along, down along, by Memphis, Greenville, Eudora, Vicksburg, Natchez, Port Allen, and Port Orleans and Port of the Deltas, by Potash, Venice, and the Night’s Great Gulf, and out.",neutral,92.4%
the Night’s Great Gulf,,,"What is the Mississippi River?—a washed clod in the rainy night, a soft plopping from drooping Missouri banks, a dissolving, a riding of the tide down the eternal waterbed, a contribution to brown foams, a voyaging past endless vales and trees and levees, down along, down along, by Memphis, Greenville, Eudora, Vicksburg, Natchez, Port Allen, and Port Orleans and Port of the Deltas, by Potash, Venice, and the Night’s Great Gulf, and out.",neutral,92.4%
Louisiana,30.5190775,-91.5208624,"we rolled across the hoodwink night of the Louisiana plains—Lawtell, Eunice, Kinder, and De Quincy,  western rickety towns becoming more bayou-like as we reached the Sabine.",neutral,83.9%
Lawtell,30.5174755,-92.1862592,"we rolled across the hoodwink night of the Louisiana plains—Lawtell, Eunice, Kinder, and De Quincy,  western rickety towns becoming more bayou-like as we reached the Sabine.",neutral,83.9%
Eunice,29.7331193,-95.4284179,"we rolled across the hoodwink night of the Louisiana plains—Lawtell, Eunice, Kinder, and De Quincy,  western rickety towns becoming more bayou-like as we reached the Sabine.",neutral,83.9%
Kinder,,,"we rolled across the hoodwink night of the Louisiana plains—Lawtell, Eunice, Kinder, and De Quincy,  western rickety towns becoming more bayou-like as we reached the Sabine.",neutral,83.9%
De Quincy,,,"we rolled across the hoodwink night of the Louisiana plains—Lawtell, Eunice, Kinder, and De Quincy,  western rickety towns becoming more bayou-like as we reached the Sabine.",neutral,83.9%
the Sabine,,,"we rolled across the hoodwink night of the Louisiana plains—Lawtell, Eunice, Kinder, and De Quincy,  western rickety towns becoming more bayou-like as we reached the Sabine.",neutral,83.9%
Old Opelousas,30.5335302,-92.081509,In Old Opelousas I went into a grocery store to buy bread and cheese while Dean saw to gas and oil.,neutral,100.0%
Frisco,33.1496718,-96.835567,"We had barely enough money to make Frisco. Meanwhile Dean took a carton of cigarettes from the gas station and we were stocked for the voyage—gas, oil, cigarettes, and food.",neutral,100.0%
Starks,,,Somewhere near Starks we saw a great red glow in the sky ahead; we wondered what it was; in a moment we were passing it.,neutral,84.3%
Deweyville,30.2977058,-93.74350040000002,The country turned strange and dark near Deweyville. Suddenly we were in the swamps.,neutral,87.8%
Sabine River,30.56872766176137,-93.66258473194945,"We took a chance on one  of the dirt roads, and pretty soon we were crossing the evil old Sabine River that is responsible for all these swamps.",neutral,60.6%
Texas,31.9685988,-99.9018131,“Texas! It’s Texas! Beaumont oil town!”,neutral,100.0%
Texas,31.9685988,-99.9018131,It’s Texas! Beaumont oil town!” Huge oil tanks and refineries loomed like cities in the oily fragrant air.,neutral,66.7%
Beaumont,30.080174,-94.1265562,It’s Texas! Beaumont oil town!” Huge oil tanks and refineries loomed like cities in the oily fragrant air.,neutral,66.7%
Beaumont,30.080174,-94.1265562,"We zoomed through Beaumont, over the Trinity River at Liberty, and straight for Houston. Now Dean got talking about his Houston days in 1947.",neutral,80.6%
the Trinity River,29.7430556,-94.70333330000001,"We zoomed through Beaumont, over the Trinity River at Liberty, and straight for Houston. Now Dean got talking about his Houston days in 1947.",neutral,80.6%
Liberty,,,"We zoomed through Beaumont, over the Trinity River at Liberty, and straight for Houston. Now Dean got talking about his Houston days in 1947.",neutral,80.6%
Houston,29.7600771,-95.37011079999999,"We zoomed through Beaumont, over the Trinity River at Liberty, and straight for Houston. Now Dean got talking about his Houston days in 1947.",neutral,80.6%
Texas,31.9685988,-99.9018131,He used to get us so hung-up in Texas here. We’d drive in with Bull for groceries and Hassel’d disappear.,neutral,90.9%
Houston,29.7600771,-95.37011079999999,We were entering Houston. “We had to look for him in this spade part of town most of the time.,neutral,100.0%
Wyoming,43.0759678,-107.2902839,She was from Wyoming. Her beautiful body was matched only by her idiot mind.,neutral,62.5%
Houston,29.7600771,-95.37011079999999,"In the empty Houston streets of four o‘clock in the morning a motorcycle kid suddenly roared through, all bespangled and bedecked with glittering buttons, visor, slick black jacket, a Texas poet of the night, girl gripped on his back like a papoose, hair flying, onward-going, singing, “Houston, Austin, Fort Worth, Dallas—and sometimes Kansas City—and sometimes old Antone,  ah-haaaaa!”",neutral,88.9%
Texas,31.9685988,-99.9018131,"In the empty Houston streets of four o‘clock in the morning a motorcycle kid suddenly roared through, all bespangled and bedecked with glittering buttons, visor, slick black jacket, a Texas poet of the night, girl gripped on his back like a papoose, hair flying, onward-going, singing, “Houston, Austin, Fort Worth, Dallas—and sometimes Kansas City—and sometimes old Antone,  ah-haaaaa!”",neutral,88.9%
Austin,30.267153,-97.7430608,"In the empty Houston streets of four o‘clock in the morning a motorcycle kid suddenly roared through, all bespangled and bedecked with glittering buttons, visor, slick black jacket, a Texas poet of the night, girl gripped on his back like a papoose, hair flying, onward-going, singing, “Houston, Austin, Fort Worth, Dallas—and sometimes Kansas City—and sometimes old Antone,  ah-haaaaa!”",neutral,88.9%
Fort Worth,32.7554883,-97.3307658,"In the empty Houston streets of four o‘clock in the morning a motorcycle kid suddenly roared through, all bespangled and bedecked with glittering buttons, visor, slick black jacket, a Texas poet of the night, girl gripped on his back like a papoose, hair flying, onward-going, singing, “Houston, Austin, Fort Worth, Dallas—and sometimes Kansas City—and sometimes old Antone,  ah-haaaaa!”",neutral,88.9%
Dallas,32.7766642,-96.79698789999999,"In the empty Houston streets of four o‘clock in the morning a motorcycle kid suddenly roared through, all bespangled and bedecked with glittering buttons, visor, slick black jacket, a Texas poet of the night, girl gripped on his back like a papoose, hair flying, onward-going, singing, “Houston, Austin, Fort Worth, Dallas—and sometimes Kansas City—and sometimes old Antone,  ah-haaaaa!”",neutral,88.9%
Kansas City,39.0997265,-94.5785667,"In the empty Houston streets of four o‘clock in the morning a motorcycle kid suddenly roared through, all bespangled and bedecked with glittering buttons, visor, slick black jacket, a Texas poet of the night, girl gripped on his back like a papoose, hair flying, onward-going, singing, “Houston, Austin, Fort Worth, Dallas—and sometimes Kansas City—and sometimes old Antone,  ah-haaaaa!”",neutral,88.9%
Houston,29.7600771,-95.37011079999999,"Beyond Houston his energies, great as they were, gave out and I drove. Rain began to fall just as I took the wheel.",neutral,76.0%
Texas,31.9685988,-99.9018131,"Now we were on the great Texas plain and, as Dean said, “You drive and drive and you’re still in Texas tomorrow night.”",neutral,84.3%
Austin,30.267153,-97.7430608,“Which way to Austin?” He told me politely and I started off.,neutral,100.0%
Texas,31.9685988,-99.9018131,"I sighed in the rainy Texas wilderness. “Dean,” I said, “wake up.”",neutral,87.4%
Fredericksburg,30.27637,-98.8738819,"We were near Fredericksburg, in the high plains. It was one of the worst winters in Texas and Western history, when cattle perished like flies in great blizzards and snow fell on San Francisco and LA.",neutral,75.5%
Texas,31.9685988,-99.9018131,"It was one of the worst winters in Texas and Western history, when cattle perished like flies in great blizzards and snow fell on San Francisco and LA.",neutral,70.0%
San Francisco,37.7749295,-122.4194155,"It was one of the worst winters in Texas and Western history, when cattle perished like flies in great blizzards and snow fell on San Francisco and LA.",neutral,70.0%
LA,34.0549076,-118.242643,"It was one of the worst winters in Texas and Western history, when cattle perished like flies in great blizzards and snow fell on San Francisco and LA.",neutral,70.0%
New Orleans,29.9508941,-90.07583559999999,We wished we were back in New Orleans with Ed Dunkel. Marylou was driving; Dean was sleeping.,neutral,100.0%
San Francisco,37.7749295,-122.4194155,She cooed promises about San Francisco. I slavered miserably over it.,neutral,58.4%
Sonora,,,At Sonora I again helped myself to free bread and cheese while the proprietor chatted with a big rancher on the other side of the store.,neutral,87.5%
Sonora,,,"“Yass, yass,”‘said Dean, watching the ranchers loping up and down Sonora main street, “every one of them is a bloody millionaire, thousand head of cattle, work-hands, buildings, money in the bank.",neutral,90.9%
Texas,31.9685988,-99.9018131,"He took the wheel and flew the rest of the way across the state of Texas, about five hundred  miles, clear to El Paso, arriving at dusk and not stopping except once when he took all his clothes off, near Ozona, and ran yipping and leaping naked in the sage.",neutral,92.2%
El Paso,31.7618778,-106.4850217,"He took the wheel and flew the rest of the way across the state of Texas, about five hundred  miles, clear to El Paso, arriving at dusk and not stopping except once when he took all his clothes off, near Ozona, and ran yipping and leaping naked in the sage.",neutral,92.2%
Ozona,30.70222489999999,-101.2013819,"He took the wheel and flew the rest of the way across the state of Texas, about five hundred  miles, clear to El Paso, arriving at dusk and not stopping except once when he took all his clothes off, near Ozona, and ran yipping and leaping naked in the sage.",neutral,92.2%
Pecos Canyon,30.1782478,-101.0895509,Soon we were in the orange-rocked Pecos Canyon country. Blue distances opened up in the sky.,neutral,100.0%
Van Horn,,,Dean and Marylou parked the car near Van Horn and made love while I went to sleep.,neutral,78.1%
Rio Grande Valley,,,I woke up just as we were rolling down the tremendous Rio Grande Valley through Clint and Ysleta to El Paso.,neutral,100.0%
Clint,,,I woke up just as we were rolling down the tremendous Rio Grande Valley through Clint and Ysleta to El Paso.,neutral,100.0%
Ysleta,31.6984446,-106.3249824,I woke up just as we were rolling down the tremendous Rio Grande Valley through Clint and Ysleta to El Paso.,neutral,100.0%
El Paso,31.7618778,-106.4850217,I woke up just as we were rolling down the tremendous Rio Grande Valley through Clint and Ysleta to El Paso.,neutral,100.0%
Rio Grande,,,"To our left across the vast Rio Grande spaces were the moorish-red mounts of the Mexican border, the land of the Tarahumare; soft dusk played on the peaks.",neutral,91.8%
Tarahumare,,,"To our left across the vast Rio Grande spaces were the moorish-red mounts of the Mexican border, the land of the Tarahumare; soft dusk played on the peaks.",neutral,91.8%
El Paso,31.7618778,-106.4850217,"Straight ahead lay the distant lights of El Paso and Juarez, sown in a tremendous valley so big that you could see several railroads puffing at the same time in every direction, as though it was the Valley of the world.",neutral,95.4%
Juarez,,,"Straight ahead lay the distant lights of El Paso and Juarez, sown in a tremendous valley so big that you could see several railroads puffing at the same time in every direction, as though it was the Valley of the world.",neutral,95.4%
the Valley of the world,36.6771588,-121.6553191,"Straight ahead lay the distant lights of El Paso and Juarez, sown in a tremendous valley so big that you could see several railroads puffing at the same time in every direction, as though it was the Valley of the world.",neutral,95.4%
Clint,,,"“Clint, Texas!” said Dean. He had the radio on to the Clint station.",neutral,100.0%
Texas,31.9685988,-99.9018131,"“Clint, Texas!” said Dean. He had the radio on to the Clint station.",neutral,100.0%
Clint,,,He had the radio on to the Clint station. Every fifteen minutes they played a record; the rest of the time it was commercials about a high-school correspondence course.,neutral,91.5%
West,,,"“This program is beamed all over the West,” cried Dean excitedly. “Man, I used to listen to it day and night in reform school and prison.",neutral,70.5%
West,,,"All the young wranglers in the West, I don’t care who, at one time or another write in for this; it’s all they hear; you tune the radio in Sterling, Colorado, Lusk, Wyoming, I don’t care where, you get Clint, Texas, Clint, Texas.",neutral,85.9%
Sterling,,,"All the young wranglers in the West, I don’t care who, at one time or another write in for this; it’s all they hear; you tune the radio in Sterling, Colorado, Lusk, Wyoming, I don’t care where, you get Clint, Texas, Clint, Texas.",neutral,85.9%
Colorado,39.5500507,-105.7820674,"All the young wranglers in the West, I don’t care who, at one time or another write in for this; it’s all they hear; you tune the radio in Sterling, Colorado, Lusk, Wyoming, I don’t care where, you get Clint, Texas, Clint, Texas.",neutral,85.9%
Lusk,,,"All the young wranglers in the West, I don’t care who, at one time or another write in for this; it’s all they hear; you tune the radio in Sterling, Colorado, Lusk, Wyoming, I don’t care where, you get Clint, Texas, Clint, Texas.",neutral,85.9%
Wyoming,43.0759678,-107.2902839,"All the young wranglers in the West, I don’t care who, at one time or another write in for this; it’s all they hear; you tune the radio in Sterling, Colorado, Lusk, Wyoming, I don’t care where, you get Clint, Texas, Clint, Texas.",neutral,85.9%
Clint,,,"All the young wranglers in the West, I don’t care who, at one time or another write in for this; it’s all they hear; you tune the radio in Sterling, Colorado, Lusk, Wyoming, I don’t care where, you get Clint, Texas, Clint, Texas.",neutral,85.9%
Texas,31.9685988,-99.9018131,"All the young wranglers in the West, I don’t care who, at one time or another write in for this; it’s all they hear; you tune the radio in Sterling, Colorado, Lusk, Wyoming, I don’t care where, you get Clint, Texas, Clint, Texas.",neutral,85.9%
Frisco,33.1496718,-96.835567,"Eyes bent on Frisco and the Coast, we came into El Paso as it got dark, broke.",neutral,85.1%
Coast,,,"Eyes bent on Frisco and the Coast, we came into El Paso as it got dark, broke.",neutral,85.1%
El Paso,31.7618778,-106.4850217,"Eyes bent on Frisco and the Coast, we came into El Paso as it got dark, broke.",neutral,85.1%
El Paso,31.7618778,-106.4850217,For a moment I was worried; but Dean only wanted to dig the streets of El Paso with the kid and get his kicks.,neutral,92.9%
Frisco,33.1496718,-96.835567,"I said, “Dammit, Lou, wait till we get to Frisco.” “I don’t care.",neutral,77.5%
Denver,39.7392358,-104.990251,“When are you going back to Denver?” “I don’t know.,neutral,100.0%
Frisco,33.1496718,-96.835567,“We’ll have to get some money in Frisco.” ,neutral,100.0%
El Paso,31.7618778,-106.4850217,"And he shot up the car, hunched over the wheel, and roared out of El Paso.",neutral,100.0%
Juárez,,,Across the river were the jewel lights of Juárez and the sad dry land and the jewel stars of Chihuahua.,neutral,67.7%
Chihuahua,,,Across the river were the jewel lights of Juárez and the sad dry land and the jewel stars of Chihuahua.,neutral,67.7%
El Paso,31.7618778,-106.4850217,"Outside El Paso, in the darkness, we saw a small huddled figure with thumb stuck out.",neutral,76.5%
Tulare,36.2077288,-119.3473379,"He said he had an aunt in Tulare, California, who owned a grocery store and as soon  as we got there he’d have some money for us.",neutral,100.0%
California,36.778261,-119.4179324,"He said he had an aunt in Tulare, California, who owned a grocery store and as soon  as we got there he’d have some money for us.",neutral,100.0%
North Carolina,35.7595731,-79.01929969999999,"Dean rolled on the floor laughing, it was so much like the kid in North Carolina.",neutral,70.1%
Alabama,32.3182314,-86.902298,"He said he was hitchhiking from Alabama to Oregon, where his home was. We asked him what he was doing in Alabama.",neutral,100.0%
Oregon,43.8041334,-120.5542012,"He said he was hitchhiking from Alabama to Oregon, where his home was. We asked him what he was doing in Alabama.",neutral,100.0%
Alabama,32.3182314,-86.902298,We asked him what he was doing in Alabama. ,neutral,100.0%
Frisco,33.1496718,-96.835567,"“Goin home,” said Dean, “goin home, yes, I know, we’ll take you home, far as Frisco anyhow.”",neutral,84.7%
Tucson,32.2539787,-110.9741769,"Then it occurred to me I could borrow five dollars from my old friend Hal Hingham in Tucson, Arizona.",neutral,84.2%
Arizona,34.0489281,-111.0937311,"Then it occurred to me I could borrow five dollars from my old friend Hal Hingham in Tucson, Arizona.",neutral,84.2%
Tucson,32.2539787,-110.9741769,Immediately Dean said it was all settled and we were going to Tucson. And we did.,neutral,100.0%
Las Cruces,32.3142451,-106.7797529,"We passed Las Cruces, New Mexico, in the night and arrived in Arizona at dawn.",neutral,100.0%
New Mexico,34.9727305,-105.0323635,"We passed Las Cruces, New Mexico, in the night and arrived in Arizona at dawn.",neutral,100.0%
Arizona,34.0489281,-111.0937311,"We passed Las Cruces, New Mexico, in the night and arrived in Arizona at dawn.",neutral,100.0%
Benson,,,"In this manner I rolled into Benson, Arizona. It occurred to me that I had a pocket watch Rocco had just given me for a birthday present, a four-dollar",neutral,100.0%
Arizona,34.0489281,-111.0937311,"In this manner I rolled into Benson, Arizona. It occurred to me that I had a pocket watch Rocco had just given me for a birthday present, a four-dollar",neutral,100.0%
Benson,,,At the gas station I asked the man if he knew a pawnshop in Benson.,neutral,100.0%
Tucson,32.2539787,-110.9741769,"Now we had enough gas for Tucson. But suddenly a big pistol-packing trooper appeared, just as I was ready to pull out, and asked to see my driver’s license.",neutral,88.9%
Benson,,,Benson ain’t a bad town actually; you might enjoy it if you had breakfast here.”,neutral,64.2%
Virginia,37.4315734,-78.6568942,"“Oh, they’re always interfering,” said Dean, “but he was a much better cop than that rat in Virginia.",neutral,84.7%
Chicago,41.8781136,-87.6297982,They try to make headline arrests; they think every car going by is some big Chicago gang.,neutral,84.7%
Tucson,32.2539787,-110.9741769,"We drove on to Tucson. Tucson is situated in beautiful mesquite riverbed country, overlooked by the snowy Catalina range.",neutral,77.3%
Tucson,32.2539787,-110.9741769,"Tucson is situated in beautiful mesquite riverbed country, overlooked by the snowy Catalina range. The city was one big construction job; the people transient, wild, ambitious, busy, gay; washlines, trailers; bustling downtown streets with banners; altogether very Californian.",neutral,81.2%
mesquite,32.76679550000001,-96.5991593,"Tucson is situated in beautiful mesquite riverbed country, overlooked by the snowy Catalina range. The city was one big construction job; the people transient, wild, ambitious, busy, gay; washlines, trailers; bustling downtown streets with banners; altogether very Californian.",neutral,81.2%
Catalina,33.3878856,-118.4163103,"Tucson is situated in beautiful mesquite riverbed country, overlooked by the snowy Catalina range. The city was one big construction job; the people transient, wild, ambitious, busy, gay; washlines, trailers; bustling downtown streets with banners; altogether very Californian.",neutral,81.2%
Arizona,34.0489281,-111.0937311,He was a writer; he had come to Arizona to work on his book in peace.,neutral,80.0%
New York,40.7127753,-74.0059728,"Hingham had heard of Dean through letters from New York. We came down on him like a cloud, every one of us hungry, even Alfred, the crippled hitchhiker.",neutral,91.2%
New York,40.7127753,-74.0059728,"He was very lonely, he wanted to get back to New York. It was sad to see his tall figure receding in the dark as we drove away, just like the other figures in New York and New Orleans: they stand uncertainly underneath immense skies, and everything about them is drowned.",neutral,75.8%
New York,40.7127753,-74.0059728,"It was sad to see his tall figure receding in the dark as we drove away, just like the other figures in New York and New Orleans: they stand uncertainly underneath immense skies, and everything about them is drowned.",neutral,74.6%
New Orleans,29.9508941,-90.07583559999999,"It was sad to see his tall figure receding in the dark as we drove away, just like the other figures in New York and New Orleans: they stand uncertainly underneath immense skies, and everything about them is drowned.",neutral,74.6%
Tucson,32.2539787,-110.9741769,"Outside Tucson we saw another hitchhiker in the dark road. This was an Okie from Bakersfield, California, who put down his story.",neutral,100.0%
Bakersfield,35.3735112,-119.0204707,"This was an Okie from Bakersfield, California, who put down his story. “Hot damn, I left Bakersfield with the travel-bureau car and left my gui-tar in the trunk of another one and they never showed up—gui-tar and cowboy duds; you see, I’m a moo-sician, I was headed for Arizona to play with Johnny Mackaw’s Sagebrush Boys.",neutral,90.9%
California,36.778261,-119.4179324,"This was an Okie from Bakersfield, California, who put down his story. “Hot damn, I left Bakersfield with the travel-bureau car and left my gui-tar in the trunk of another one and they never showed up—gui-tar and cowboy duds; you see, I’m a moo-sician, I was headed for Arizona to play with Johnny Mackaw’s Sagebrush Boys.",neutral,90.9%
Bakersfield,35.3735112,-119.0204707,"“Hot damn, I left Bakersfield with the travel-bureau car and left my gui-tar in the trunk of another one and they never showed up—gui-tar and cowboy duds; you see, I’m a moo-sician, I was headed for Arizona to play with Johnny Mackaw’s Sagebrush Boys.",neutral,88.4%
Arizona,34.0489281,-111.0937311,"“Hot damn, I left Bakersfield with the travel-bureau car and left my gui-tar in the trunk of another one and they never showed up—gui-tar and cowboy duds; you see, I’m a moo-sician, I was headed for Arizona to play with Johnny Mackaw’s Sagebrush Boys.",neutral,88.4%
Arizona,34.0489281,-111.0937311,"Well, hell, here I am in Arizona, broke, and m‘gui-tar’s been stoled. You boys drive me back to Bakersfield and I’ll get the money from my brother.",neutral,70.8%
Bakersfield,35.3735112,-119.0204707,You boys drive me back to Bakersfield and I’ll get the money from my brother.,neutral,100.0%
Frisco,33.1496718,-96.835567,"We wanted just enough gas to make Frisco from Bakersfield, about three dollars. Now we were five in the car.",neutral,100.0%
Bakersfield,35.3735112,-119.0204707,"We wanted just enough gas to make Frisco from Bakersfield, about three dollars. Now we were five in the car.",neutral,100.0%
Palm Springs,33.8232286,-116.5106191,In the middle of the night we overtopped the lights of Palm Springs from a mountain road.,neutral,100.0%
Mojave,35.01099110000001,-115.4733551,"At dawn, in snowy passes, we labored toward the town of Mojave, which was the entryway to the great Tehachapi Pass.",neutral,83.0%
Tehachapi Pass,35.1021896,-118.2836901,"At dawn, in snowy passes, we labored toward the town of Mojave, which was the entryway to the great Tehachapi Pass.",neutral,83.0%
Tehachapi Pass,35.1021896,-118.2836901,Up ahead we saw Tehachapi Pass starting up. Dean took the wheel and carried us clear to the top of the world.,neutral,82.0%
the San Joaquin Valley,37.9832553,-121.8677352,"In this way we floated and flapped down to the San Joaquin Valley. It lay spread a mile below, virtually the floor of California, green and wondrous from our aerial shelf.",neutral,100.0%
California,36.778261,-119.4179324,"It lay spread a mile below, virtually the floor of California, green and wondrous from our aerial shelf.",neutral,100.0%
Bakersfield,35.3735112,-119.0204707,Dean wanted to tell me everything he knew about Bakersfield as we reached the city limits.,neutral,91.5%
California,36.778261,-119.4179324,"Dean’s California—wild, sweaty, important, the land of lonely and exiled and eccentric lovers come to forgather like birds, and the land where everybody somehow looked like broken down, handsome, decadent movie actors.",neutral,56.8%
Watsonville,36.910231,-121.7568946,"“This is where Dunkel and I spent a whole morning drinking beer, trying to make a real gone little waitress from Watsonville—no, Tracy, yes, Tracy—and her name was Esmeralda—oh, man, something like that.”",neutral,84.3%
Frisco,33.1496718,-96.835567,Marylou was planning what to do the moment she arrived in Frisco. Alfred said his aunt would give him plenty of money up in Tulare.,neutral,100.0%
Tulare,36.2077288,-119.3473379,Alfred said his aunt would give him plenty of money up in Tulare. The Okie directed us to his brother in the flats outside town.,neutral,100.0%
Frisco,33.1496718,-96.835567,"But he got the money, and he gave it to us, and we were all set for Frisco.",neutral,100.0%
Tulare,36.2077288,-119.3473379,Next stop was Tulare. Up the valley we roared.,neutral,78.4%
Hudson,,,"I lay in the back seat, exhausted, giving up completely, and sometime in the afternoon, while I dozed, the muddy Hudson zoomed by the tents outside Sabinal where I had lived and loved and worked in the spectral past.",neutral,78.9%
Sabinal,29.3174576,-99.4664354,"I lay in the back seat, exhausted, giving up completely, and sometime in the afternoon, while I dozed, the muddy Hudson zoomed by the tents outside Sabinal where I had lived and loved and worked in the spectral past.",neutral,78.9%
Tulare,36.2077288,-119.3473379,I was sleeping when we finally arrived in Tulare; I woke up to hear the insane details.,neutral,83.8%
Oregon,43.8041334,-120.5542012,"We were turning off the Oregon road at Madera, and there we made our farewell with little Alfred.",neutral,100.0%
Oregon,43.8041334,-120.5542012,We wished him luck and Godspeed to Oregon. He said it was the best ride he ever had.,neutral,69.0%
Oakland,37.8043514,-122.2711639,"It seemed like a matter of minutes when we began rolling in the foothills before Oakland and suddenly reached a height and saw stretched out ahead of us the fabulous white city of San Francisco on her eleven mystic hills with the blue Pacific and its advancing wall of potato-patch fog beyond, and smoke and goldenness in the late afternoon of time.",neutral,87.0%
San Francisco,37.7749295,-122.4194155,"It seemed like a matter of minutes when we began rolling in the foothills before Oakland and suddenly reached a height and saw stretched out ahead of us the fabulous white city of San Francisco on her eleven mystic hills with the blue Pacific and its advancing wall of potato-patch fog beyond, and smoke and goldenness in the late afternoon of time.",neutral,87.0%
Pacific,,,"It seemed like a matter of minutes when we began rolling in the foothills before Oakland and suddenly reached a height and saw stretched out ahead of us the fabulous white city of San Francisco on her eleven mystic hills with the blue Pacific and its advancing wall of potato-patch fog beyond, and smoke and goldenness in the late afternoon of time.",neutral,87.0%
Frisco,33.1496718,-96.835567,from Frisco Chinatown floated in the air. We took all our things out of the car and piled them on the sidewalk.,neutral,100.0%
California,36.778261,-119.4179324,"Everybody looked like a broken-down movie extra, a withered starlet; disenchanted stunt-men, midget auto-racers, poignant California characters with their end-of-the-continent sadness, handsome, decadent, Casanova-ish men, puffy-eyed motel blondes, hustlers, pimps, whores, masseurs, bellhops—a lemon lot, and how’s a man going to make a living with a gang like that?



10",neutral,72.6%
San Francisco,37.7749295,-122.4194155,I stayed in San Francisco a week and had the beatest time of my life.,neutral,100.0%
Snake Hill,39.2870633,-76.5702294,I told her about the big snake of the world that was coiled in the earth like a worm in an apple and would someday nudge up a hill to be thereafter known as Snake Hill and fold out upon the plain a hundred miles long and devouring as it went along.,neutral,94.9%
America,38.7945952,-106.5348379,“A saint called Doctor Sax will destroy it with secret herbs  which he is at this very moment cooking up in his underground shack somewhere in America.,neutral,88.1%
England,,,"It suddenly occurred to me this was my mother of about two hundred years ago in England, and that I was her footpad son, returning from gaol to haunt her honest labors in the hashery.",neutral,84.2%
New Orleans,29.9508941,-90.07583559999999,"I didn’t know whether it was that or Canal Street in New Orleans: it led, to water, ambiguous, universal water, just as 42nd Street, New York, leads to water, and you never know where you are.",neutral,100.0%
New York,40.7127753,-74.0059728,"I didn’t know whether it was that or Canal Street in New Orleans: it led, to water, ambiguous, universal water, just as 42nd Street, New York, leads to water, and you never know where you are.",neutral,100.0%
England,,,It seemed I had a whole host of memories leading back to 1750 in England and that I was in San Francisco now only in another life and in another body.,neutral,100.0%
San Francisco,37.7749295,-122.4194155,It seemed I had a whole host of memories leading back to 1750 in England and that I was in San Francisco now only in another life and in another body.,neutral,100.0%
Graetna,,,"It made me think of the Big Pop vision in Graetna with Old Bull. And for just a moment I had reached the point of ecstasy that I always wanted to reach, which was the complete step across chronological time into timeless shadows, and wonderment in the bleakness of the mortal realm, and the sensation of death kicking at my heels to move on, with a phantom dogging its own heels, and myself hurrying to a plank where all the angels dove off and flew into the holy void of uncreated emptiness, the potent and inconceivable radiancies shining in bright Mind Essence, innumerable lotus-lands falling open in the magic mothswarm of heaven.",neutral,79.6%
San Francisco,37.7749295,-122.4194155,"In the window I smelled all the food of San Francisco. There were seafood places out there where the buns were hot, and the baskets were good enough to eat too; where the menus themselves were soft with foody esculence as though dipped in hot broths and roasted dry and good enough to eat too.",neutral,90.0%
Chinatown,,,"And oh, that pan-fried chow mein flavored air that blew into my room from Chinatown, vying with the spaghetti sauces of North Beach, the soft-shell crab of Fisherman’s Wharf—nay, the ribs of Fillmore turning on spits!",neutral,100.0%
North Beach,,,"And oh, that pan-fried chow mein flavored air that blew into my room from Chinatown, vying with the spaghetti sauces of North Beach, the soft-shell crab of Fisherman’s Wharf—nay, the ribs of Fillmore turning on spits!",neutral,100.0%
Sausalito,37.8590937,-122.4852507,"Throw in the Market Street chili beans, redhot, and french-fried potatoes of the Embarcadero wino night, and steamed clams from Sausalito across the bay, and that’s my ah-dream of San Francisco.",neutral,100.0%
San Francisco,37.7749295,-122.4194155,"Throw in the Market Street chili beans, redhot, and french-fried potatoes of the Embarcadero wino night, and steamed clams from Sausalito across the bay, and that’s my ah-dream of San Francisco.",neutral,100.0%
San Francisco,37.7749295,-122.4194155,From her living-room window in the wooden tenement on Liberty Street you could see all of San Francisco burning green and red in the rainy night.,neutral,83.6%
Oakland,37.8043514,-122.2711639,Sinah sold encyclopedias in Oakland. Nobody could turn him down.,neutral,100.0%
San Francisco,37.7749295,-122.4194155,“Maybe someday you’ll be mayor of San Francisco.” He had the whole cookpot spiel worked out; he practiced on Camille and me in the evenings.,neutral,100.0%
San Francisco,37.7749295,-122.4194155,"One morning he stood naked, looking at all San Francisco out. the window as the sun came up.",neutral,100.0%
San Francisco,37.7749295,-122.4194155,He looked like someday he’d be the pagan mayor of San Francisco. But his energies ran out.,neutral,78.5%
